,year,month,day,departure time,scheduled departure time,departure delay,arrival time,scheduled arrival time,arrival delay,carrier,flight,tailnum,origin,dest,air time,distance
151814,2013,3,17,1903.0,evening,6.0,2157.0,2157,0.0,DL,2159,N384DA,JFK,MCO,137.0,944
221064,2013,5,30,1928.0,evening,-2.0,2052.0,2117,-25.0,DL,975,N321NB,LGA,PIT,54.0,335
83840,2013,12,1,1708.0,afternoon,8.0,1950.0,2007,-17.0,UA,1259,N26226,LGA,IAH,202.0,1416
104975,2013,12,24,1540.0,afternoon,40.0,1830.0,1754,36.0,UA,488,N561UA,EWR,IAH,203.0,1400
233607,2013,6,13,853.0,morning,-7.0,1124.0,1156,-32.0,DL,120,N722TW,JFK,LAX,308.0,2475
275520,2013,7,27,1321.0,afternoon,40.0,1552.0,1518,34.0,B6,927,N559JB,EWR,MCO,126.0,937
79022,2013,11,26,556.0,morning,-4.0,726.0,736,-10.0,UA,219,N446UA,LGA,ORD,136.0,733
121294,2013,2,12,1541.0,afternoon,-4.0,1820.0,1815,5.0,DL,1942,N357NB,EWR,ATL,137.0,746
1395,2013,1,2,1533.0,afternoon,13.0,1824.0,1815,9.0,UA,289,N479UA,EWR,MCO,150.0,937
16202,2013,1,19,1340.0,afternoon,-5.0,1634.0,1641,-7.0,B6,1783,N607JB,JFK,MCO,142.0,944
139572,2013,3,4,1714.0,afternoon,4.0,2036.0,2020,16.0,UA,1259,N24729,LGA,IAH,206.0,1416
302611,2013,8,24,1811.0,evening,-4.0,2100.0,2136,-36.0,DL,17,N198DN,JFK,LAX,310.0,2475
255593,2013,7,6,1920.0,evening,10.0,2048.0,2101,-13.0,UA,1734,N27733,EWR,ORD,107.0,719
189846,2013,4,27,632.0,morning,-5.0,846.0,915,-29.0,UA,669,N549UA,EWR,LAS,287.0,2227
11260,2013,1,13,2345.0,evening,55.0,100.0,7,53.0,B6,30,N266JB,JFK,ROC,49.0,264
64672,2013,11,10,1649.0,afternoon,39.0,1931.0,1918,13.0,UA,1242,N76529,EWR,FLL,149.0,1065
245367,2013,6,25,1625.0,afternoon,56.0,1944.0,1821,83.0,B6,573,N629JB,EWR,TPA,137.0,997
6327,2013,1,8,900.0,morning,0.0,1223.0,1227,-4.0,DL,120,N713TW,JFK,LAX,343.0,2475
89165,2013,12,7,830.0,morning,-2.0,1130.0,1129,1.0,B6,27,N643JB,EWR,MCO,139.0,937
88523,2013,12,6,1427.0,afternoon,-2.0,1728.0,1737,-9.0,B6,301,N558JB,JFK,FLL,149.0,1069
66727,2013,11,12,1818.0,afternoon,23.0,2216.0,2114,62.0,DL,656,N332NB,LGA,RSW,171.0,1080
23987,2013,1,28,1726.0,afternoon,-4.0,2002.0,2023,-21.0,UA,1637,N76288,EWR,TPA,138.0,997
21954,2013,1,26,757.0,morning,-3.0,1124.0,1124,0.0,DL,2143,N364NW,JFK,MIA,152.0,1089
257164,2013,7,8,1500.0,afternoon,5.0,1608.0,1630,-22.0,DL,1164,N705TW,JFK,BOS,32.0,187
18842,2013,1,22,1656.0,afternoon,-4.0,2020.0,2006,14.0,B6,509,N641JB,EWR,FLL,178.0,1065
289207,2013,8,10,1722.0,afternoon,-3.0,2009.0,2022,-13.0,DL,479,N374DA,EWR,SLC,262.0,1969
168649,2013,4,4,1603.0,afternoon,-2.0,1938.0,1939,-1.0,DL,1508,N912DE,JFK,RSW,173.0,1074
25718,2013,1,30,1649.0,afternoon,19.0,1939.0,1925,14.0,UA,551,N668UA,EWR,IAH,209.0,1400
139932,2013,3,5,642.0,morning,-1.0,901.0,906,-5.0,UA,311,N448UA,EWR,DEN,221.0,1605
16944,2013,1,20,1502.0,afternoon,3.0,1802.0,1807,-5.0,UA,1601,N38459,EWR,FLL,158.0,1065
225016,2013,6,4,758.0,morning,-9.0,1039.0,1100,-21.0,UA,518,N468UA,EWR,DFW,189.0,1372
289556,2013,8,11,811.0,morning,-4.0,1026.0,1035,-9.0,DL,1429,N6710E,JFK,LAS,295.0,2248
264393,2013,7,15,2321.0,evening,50.0,303.0,226,37.0,B6,1203,N597JB,JFK,SJU,198.0,1598
78817,2013,11,25,1828.0,evening,-2.0,2135.0,2205,-30.0,B6,669,N559JB,JFK,SJC,349.0,2569
282079,2013,8,3,919.0,morning,19.0,1205.0,1156,9.0,DL,120,N710TW,JFK,LAX,314.0,2475
102474,2013,12,21,1930.0,afternoon,136.0,2208.0,1950,138.0,UA,1064,N17244,EWR,DEN,236.0,1605
235443,2013,6,15,723.0,morning,-7.0,1016.0,1031,-15.0,DL,1771,N711ZX,JFK,SEA,332.0,2422
143139,2013,3,8,1431.0,morning,211.0,1717.0,1414,183.0,DL,930,N976DL,LGA,FLL,137.0,1076
258662,2013,7,10,133.0,evening,453.0,455.0,2130,445.0,B6,415,N641JB,JFK,SFO,345.0,2586
6418,2013,1,8,1107.0,morning,-3.0,1205.0,1221,-16.0,B6,24,N198JB,JFK,BTV,44.0,266
